FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budge,First_Day_Collection_Worldwide,Worldwide_Collection,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform
34,Sanju,29-Jun-18,101,Ranbir Kapoor,501,Bollywood,623,100,54.4,588.5,150,438.5,Blockbuster,7.6,155,Netflix
36,Simmba,28-Dec-18,105,Ranveer Singh,501,Bollywood,605,125,20.2,390,95,295,Blockbuster,5.5,158,ZEE5
225,Janatha Garage,01-Sep-16,140,N.T. Rama Rao Jr.,503,Kollywood,605,50,45,140,15,125,Blockbuster,7.2,162,Disney+ Hotstar
13,Kaththi,22-Oct-14,107,Joseph Vijay,503,Kollywood,606,70,25,117.5,29,88.5,Blockbuster,8.1,166,Amazon Prime Video
31,Maanikya,01-May-14,130,V. Ravichandran,507,Sandalwood,606,15,3.5,43,0,43,Blockbuster,6.5,165,ZEE5
190,Srimanthudu,07-Aug-15,140,Mahesh Babu,505,Tollywood,606,70,38,153,20,133,Blockbuster,7.5,158,ZEE5
62,Kadaikutty Singam,13-Jul-18,155,Karthi,503,Kollywood,606,25,7.2,70.1,7.1,63,Blockbuster,6.8,149,Disney+ Hotstar
65,Irumbu Thirai,11-May-18,158,Vishal,503,Kollywood,607,20,2.3,61.7,14.7,47,Blockbuster,7.6,160,ZEE5
78,Abrahaminte Santhathikal,22-Jun-18,170,Mammootty,509,Mollywood,607,10,4.5,42.2,14.1,28.1,Blockbuster,6.7,131,Aha  
15,Veeram,10-Jan-14,114,Ajith Kumar,503,Kollywood,613,45,9,100,19.5,80.5,Blockbuster,6.5,161,Amazon Prime Video
186,Tanu Weds Manu Returns,22-May-15,142,Kangana Ranaut,501,Bollywood,608,40,9,258,44,214,Blockbuster,7.6,128,Amazon Prime Video
55,Geetha Govindam,17-Aug-18,149,Vijay Deverakonda,505,Tollywood,608,8.5,16,123,11,112.3,Blockbuster,7.7,142,ZEE5
157,Mahanubhavudu,29-Sep-17,180,Sharwanand,505,Tollywood,608,15,7,45.3,5.2,40.1,Blockbuster,6.4,151,Google Play Movies
32,Ugramm,21-Feb-14,131,Sri Murali,507,Sandalwood,621,4,2,31,0,31,Blockbuster,8,132,Amazon Prime Video
80,Imaikkaa Nodigal,14-Sep-18,172,Nayanthara,503,Kollywood,621,10,2,40,10,30,Blockbuster,7.3,170,Amazon Prime Video
315,Bheeshmaparvam,03-Mar-22,179,Mammootty,509,Mollywood,621,18,12.2,88.2,36.5,51.7,Blockbuster,7.6,144,Disney+ Hotstar
9,Ek Villain,27-Jun-14,109,Sidharth Malhotra,501,Bollywood,609,40,16.7,155,12.3,142.7,Blockbuster,6.6,129,Netflix
43,Badhaai ho,19-Oct-18,138,Ayushmann Khurrana,503,Kollywood,620,30,8,220,44,176,Blockbuster,7.9,124,Disney+ Hotstar
68,Njan Prakashan,04-Jan-19,161,Fahadh Faasil,509,Mollywood,620,8,1.5,52,17.5,34.5,Blockbuster,7.7,131,Amazon Prime Video
16,Velaiilla Pattadhari,18-Jul-14,115,Dhanush,503,Kollywood,610,20,4.3,92,18,74,Blockbuster,7.9,133,Amazon Prime Video
14,Race Gurram,11-Apr-14,113,Allu Arjun,505,Tollywood,612,50,6.8,108.9,6,102.9,Blockbuster,7.3,163,Amazon Prime Video
142,Nenu Local,03-Feb-17,178,Nani,505,Tollywood,615,20,9.7,60,9.2,50.8,Blockbuster,6.4,138,ZEE5
23,Manam,23-May-14,122,Nagarjuna Akkineni,505,Tollywood,617,25,3.5,62,6.4,55.6,Blockbuster,8,163,Amazon Prime Video
85,Aadhi,09-Feb-18,177,Pranav Mohanlal,509,Mollywood,618,7,2.7,36,5,31,Blockbuster,6.4,158,Aha  
91,Rx 100,12-Jul-18,183,Kartikeya Gummakonda,505,Tollywood,619,2,1.5,27.3,1,26.3,Blockbuster,6.9,153,Amazon Prime Video
72,96,05-Oct-18,165,Vijay Sethupathi,503,Kollywood,636,15,7.6,50,13.5,36.5,Blockbuster,8.5,158,Amazon Prime Video
35,Padmaavat,25-Jan-18,133,Deepika Padukone,501,Bollywood,624,190,25,585,185,400,Blockbuster,7.1,163,Amazon Prime Video
214,Sultan,06-Jul-16,111,Salman Khan,501,Bollywood,680,140,71.3,607.7,186.5,421.2,Blockbuster,7.1,170,Amazon Prime Video 
39,Baaghi 2,28-Mar-18,136,Disha Patani,501,Bollywood,626,65,25,257,45.1,211.9,Blockbuster,4.8,137,Disney+ Hotstar 
84,Ratsasan,05-Oct-18,176,Vishnu Vishal,503,Kollywood,626,10,0.5,36.8,6.9,29.9,Blockbuster,8.3,146,Amazon Prime Video 
87,Varathan,04-Oct-18,179,Fahadh Faasil,509,Mollywood,627,3.5,2.1,34.2,4.1,30.1,Blockbuster,7.5,130,Amazon Prime Video 
47,Stree,31-Aug-18,141,Rajkummar Rao,501,Bollywood,628,25,9,182,15,167,Blockbuster,7.5,128,Netflix 
51,Sonu Ke Titu Ki Sweety,23-Feb-18,145,Kartik Aaryan,501,Bollywood,630,25,13,156.4,17,139.4,Blockbuster,7.1,138,Amazon Prime Video 
208,Bhale Bhale Magadivoy,04-Sep-15,180,Nani,505,Tollywood,630,10,6.5,50,10,40,Blockbuster,7.7,137,Amazon Prime Video 
71,Thamizh Padam 2,13-Jul-18,164,Jiiva,503,Kollywood,631,10,4.2,51,2.8,48.2,Blockbuster,6.5,143,Amazon Prime Video 
60,Mahanati,11-May-18,153,Keerthy Suresh,505,Tollywood,633,20,3.5,83.5,10.5,73,Blockbuster,8.4,177,Amazon Prime Video 
81,Tagaru,23-Feb-18,173,Shivarajkumar,507,Sandalwood,640,10,7,40,0,40,Blockbuster,7.9,129,Amazon Prime Video 
89,Kolamavu Kokila,17-Aug-18,181,Nayanthara,503,Kollywood,642,10,4,31.3,2,29.3,Blockbuster,7.3,140,Disney+ Hotstar 
228,Baaghi,29-Apr-16,121,Tiger Shroff,501,Bollywood,663,35,11.8,125.8,23.1,102.7,Blockbuster,5.3,133,Amazon Prime Video 
187,I,14-Jan-15,132,Vikram,503,Kollywood,671,90,35,240,38,202,Blockbuster,7.4,188,Amazon Prime Video 
262,Doctor,09-Oct-21,181,Sivakarthikeyan,503,Kollywood,693,40,13.5,100.5,20,80.5,Blockbuster,7.4,148,Netflix 
146,Shatamanam Bhavati,14-Jan-17,185,Sharwanand,505,Tollywood,647,15,6.5,53.5,5.2,48.3,Blockbuster,7,129,Amazon Prime Video 
96,Sudani from Nigeria,20-Apr-18,188,Soubin Shahir,509,Mollywood,645,2,2,24.7,3.1,21,Blockbuster,8.1,123,Netflix 
97,Chalo,02-Feb-18,189,Naga Shaurya,505,Tollywood,646,5,1.2,24,4.8,19.2,Blockbuster,6.3,145,Amazon Prime Video 
99,Goodachari,03-Aug-18,191,Adivi Sesh,505,Tollywood,618,5,2.9,23.4,5.5,17.9,Blockbuster,7.8,147,Amazon Prime Video 
286,RRR (Rise Roar Revolt),25-Mar-22,195,N.T. Rama Rao Jr.,505,Tollywood,698,550,223,1230,314.15,915.85,Blockbuster,7.8,187,Netflix
105,Secret Superstar,19-Oct-17,196,Zaira Wasim,501,Bollywood,650,50,5,912.6,831.4,81.2,Blockbuster,7.8,150,Amazon Prime Video 
106,Tiger Zinda Hai,22-Dec-17,197,Salman Khan,501,Bollywood,651,200,65.2,558,124.2,433.8,Blockbuster,5.9,161,Amazon Prime Video 
108,Hindi Medium,19-May-17,198,Irrfan Khan,501,Bollywood,620,25,3.5,334,237.4,96.6,Blockbuster,7.8,132,Amazon Prime Video 
111,Mersal,18-Oct-17,201,Joseph Vijay,503,Kollywood,607,125,50.3,255,71,184,Blockbuster,7.5,172,Netflix
131,Fidaa,21-Jul-17,216,Varun Tej,505,Tollywood,608,15,8.9,87,13.1,73.9,Blockbuster,7.4,144,Disney+ Hotstar
204,Thani Oruvan,28-Aug-15,218,Jayam Ravi,503,Kollywood,607,20,14,64.7,10.7,54,Blockbuster,8.4,160,Amazon Prime Video
139,Vikram Vedha,21-Jul-17,223,Madhavan,503,Kollywood,621,15,3.1,63.2,3.2,60,Blockbuster,8.2,147,ZEE5
148,Ninnu Kori,07-Jul-17,229,Nani,505,Tollywood,630,20,10.6,52.3,7.7,44.6,Blockbuster,7.5,137,Amazon Prime Video
150,Arjun Reddy,07-Dec-23,231,Vijay Deverakonda,505,Tollywood,619,5,8.2,50,11.6,38.4,Blockbuster,7.9,182,Amazon Prime Video
151,Munthirivallikal Thalirkkumbol,20-Jan-17,232,Mohanlal,509,Mollywood,630,10,2.6,50,15,35,Blockbuster,6.9,154,Sun NXT
154,Ezra,10-Feb-17,234,Prithviraj Sukumaran,509,Mollywood,661,8,1.6,48.6,8.1,40.5,Blockbuster,6.6,147,Amazon Prime Video
158,Hebbuli,22-Apr-17,236,V. Ravichandran,507,Sandalwood,627,20,6.5,45,0,45,Blockbuster,6.6,141,ZEE5
161,Ramaleela,27-Oct-17,239,Dileep,509,Mollywood,664,14,2.1,40.8,8.7,32.1,Blockbuster,7.3,158,Amazon Prime Video
169,Aadu 2,22-Dec-17,244,Jayasurya,509,Mollywood,631,7.5,3.4,35.3,6.3,29,Blockbuster,7.1,160,ZEE5  
378,Anjaam Pathiraa,31-Jan-20,244,Kunchacko Boban,509,Mollywood,717,5,1.5,50,15,35,Blockbuster,7.9,144,Sun NXT  
173,Kavan,31-Mar-17,248,Vijay Sethupathi,503,Kollywood,627,10,3.1,30,7.3,22.7,Blockbuster,7.1,150,Amazon Prime Video  
177,Take Off,01-Jan-20,251,Parvathy Thiruvothu,509,Mollywood,627,8,1.4,27.1,6.1,21,Blockbuster,8.1,139,Amazon Prime Video  
268,Krack,09-Jan-21,253,Ravi Teja,505,Tollywood,621,35,1.4,60.15,1.4,58.75,Blockbuster,6.9,154,Aha  
195,Kanchana 2,17-Apr-15,259,Raghava Lawrence,503,Kollywood,628,17,10,114,6,108,Blockbuster,5.5,166,Sun NXT  
264,Maanaadu,25-Nov-21,264,Silambarasan Rajendar,503,Kollywood,639,35,8.4,80.7,17,63.7,Blockbuster,8.2,147,SonyLIV  
205,Ennu Ninte Moideen,19-Sep-15,265,Prithviraj Sukumaran,509,Mollywood,676,10,0.81,57.2,19,38.2,Blockbuster,8,166,Amazon Prime Video  
207,Two Countries,25-Dec-15,266,Dileep,509,Mollywood,620,12,2.2,50.3,14,36.3,Blockbuster,6.9,154,Sun NXT  
209,Amar Akbar Anthony,16-Oct-15,267,Prithviraj Sukumaran,509,Mollywood,642,7,1.6,46.4,13,33.4,Blockbuster,6.6,140,Sun NXT  
252,Kattappanayile Rithwik Roshan,18-Nov-16,267,Siddique,509,Mollywood,608,3,1.1,37.1,13.3,23.8,Blockbuster,7.1,140,Sun NXT  
241,Remo,07-Oct-16,285,Sivakarthikeyan,503,Kollywood,630,25,8,75,11.5,63.5,Blockbuster,6,151,Amazon Prime Video  
247,Oppam,08-Sep-16,290,Mohanlal,509,Mollywood,607,7,1.5,52,13.7,38.3,Blockbuster,7.3,143,Amazon Prime Video  
250,Pichaikkaran,04-Mar-16,293,Vijay Antony,503,Kollywood,627,10,1.8,43,10,33,Blockbuster,7.6,130,Amazon Prime Video  
253,Action Hero Biju,04-Feb-16,295,Nivin Pauly,509,Mollywood,691,3,1.6,31.2,13.3,17.9,Blockbuster,7.6,144,Sun NXT  
290,Vikram,03-Jun-22,296,Kamal Haasan,503,Kollywood,621,120,62,414.43,125,289.43,Blockbuster,8.3,175,Amazon Prime Video  
263,Uppena,12-Feb-21,298,Panja Vaisshnav Tej,505,Tollywood,619,25,16.9,84.1,2.5,81.6,Blockbuster,6.5,147,Netflix  
267,Jathi Ratnalu,11-Mar-21,301,Naveen Polishetty,505,Tollywood,631,15,8.5,68,11,57,Blockbuster,7.3,145,Amazon Prime Video  
288,Ponniyin Selvan: Part One,30-Sep-22,310,Vikram,503,Kollywood,698,250,80.7,488.36,175,313.36,Blockbuster,7.6,167,Amazon Prime Video  
292,Drishyam 2,12-Jan-23,313,Ajay Devgn,501,Bollywood,700,65,23.86,342.31,59.5,282.81,Blockbuster,8.2,140,Amazon Prime Video  
293,The Kashmir Files,11-Mar-22,314,Mithun Chakraborty,501,Bollywood,647,20,4.9,341,46,295,Blockbuster,8.6,170,ZEE5  
304,Karthikeya 2,26-Aug-22,319,Nikhil Siddharth,505,Tollywood,703,25,8.7,117.87,15.5,102.37,Blockbuster,7.9,150,ZEE5  
305,Thiruchitrambalam,18-Aug-22,320,Dhanush,503,Kollywood,704,30,11,117.2,26.9,90.3,Blockbuster,7.9,131,Sun NXT  
306,Don,13-May-22,321,Sivakarthikeyan,503,Kollywood,608,35,13,114,23.35,90.65,Blockbuster,6.8,165,Netflix  
308,777 Charlie,10-Jun-22,322,Rakshit Shetty,507,Sandalwood,705,15,9.25,102.75,5.8,96.95,Blockbuster,8.7,164,Voot  
311,Sita Ramam,05-Aug-22,324,Dulquer Salmaan,505,Tollywood,706,30,5.7,94.28,17,77.28,Blockbuster,8.5,163,Amazon Prime Video  
317,Love Today,02-Dec-22,327,Pradeep Ranganathan,503,Kollywood,608,6,2.85,83.55,5,78.55,Blockbuster,8,154,Netflix  
333,Hridayam,28-Jan-22,332,Pranav Mohanlal,509,Mollywood,711,7,5.4,53.1,22.5,30.6,Blockbuster,8.1,172,Disney+ Hotstar  
335,Malikappuram,30-Dec-22,333,Unni Mukundan,509,Mollywood,698,4,0.52,52.4,10.5,41.9,Blockbuster,7.4,121,Disney+ Hotstar  
346,Thallumaala,12-Aug-22,341,Tovino Thomas,509,Mollywood,610,15,7.5,40,13.35,26.65,Blockbuster,7,148,Netflix  
351,Nna Thaan Case Kodu,11-Aug-22,346,Kunchacko Boban,509,Mollywood,642,7,1.4,31.94,8,23.94,Blockbuster,8,138,Disney+ Hotstar  
355,DJ Tillu,12-Feb-22,349,Sidhu Jonnalagadda,505,Tollywood,719,10,8,30.5,3.2,27.3,Blockbuster,7.2,121,aha  
367,Tanhaji: The Unsung Warrior,10-Jan-20,359,Ajay Devgn,501,Bollywood,723,150,21.8,361,36,325,Blockbuster,7.5,135,Disney+ Hotstar  
381,Ayyappanum Koshiyum,14-Feb-20,363,Biju Menon,509,Mollywood,627,10,2.5,43,13,30,Blockbuster,8,177,Amazon Prime Video  
392,Kabir Singh,21-Jun-19,231,Shahid Kapoor,501,Bollywood,619,55,26.5,377,47,330,Blockbuster,7,173,Netflix  
393,Uri: The Surgical Strike,11-Jan-19,371,Vicky Kaushal,501,Bollywood,696,40,8.2,341.75,48,293.75,Blockbuster,8.2,138,ZEE5  
397,Mission Mangal,15-Aug-19,372,Akshay Kumar,501,Bollywood,726,75,42,290.3,54.3,236,Blockbuster,6.5,130,Disney+ Hotstar  
409,Badla,08-Mar-19,289,Amitabh Bachchan,501,Bollywood,700,20,10,140.4,36,104.4,Blockbuster,7.7,118,Netflix  
411,F2: Fun and Frustration,12-Jan-19,230,Tamannaah Bhatia,505,Tollywood,631,30,12.5,137.6,20,117.6,Blockbuster,6.1,148,Amazon Prime Video  
413,Lucifer,29-Mar-19,378,Mohanlal,509,Mollywood,621,35,14,129.2,50.5,78.7,Blockbuster,7.5,175,Amazon Prime Video  
414,Luka Chuppi,01-Mar-19,379,Kartik Aaryan,501,Bollywood,630,25,8,128,17,111,Blockbuster,6.4,126,Netflix  
416,Kaithi,25-Oct-19,296,Karthi,503,Kollywood,621,25,9,106.8,20,86.8,Blockbuster,8.4,145,Amazon Prime Video  
421,iSmart Shankar,18-Jul-19,382,Ram Pothineni,505,Tollywood,622,20,13,80,4,76,Blockbuster,5.4,140,ZEE5  
422,Madhura Raja,12-Apr-19,278,Mammootty,509,Mollywood,610,30,9.1,78.4,16,62.4,Blockbuster,5.9,147,Amazon Prime Video  
423,Avane Srimannarayana,27-Dec-19,383,Rakshit Shetty,507,Sandalwood,731,25,5.5,75.3,4.1,71.2,Blockbuster,7.7,186,Amazon Prime Video  
424,Namma Veettu Pillai,27-Sep-19,155,Sivakarthikeyan,503,Kollywood,610,30,10,72,12,60,Blockbuster,6,153,Sun NXT  
425,Asuran,03-Oct-19,157,Dhanush,503,Kollywood,606,25,5.4,68.8,48.6,20.2,Blockbuster,8.4,141,Amazon Prime Video  
428,Prati Roju Pandaage,19-Dec-19,180,Sai Dharam Tej,505,Tollywood,643,25,7.1,53.5,4.4,49.1,Blockbuster,6.3,146,Amazon Prime Video  
430,Comali,16-Aug-19,327,Jayam Ravi,503,Kollywood,631,25,13,53,8.5,43.5,Blockbuster,6.9,143,Amazon Prime Video  
431,Yajamana,01-Mar-19,385,Darshan Thoogudeep,507,Sandalwood,637,20,7.3,52,3,49,Blockbuster,6.1,164,Amazon Prime Video  
441,Thanneer Mathan Dhinangal,09-Aug-19,390,Vineeth Sreenivasan,509,Mollywood,630,4,1.2,34.1,13.2,20.9,Blockbuster,7.8,136,Amazon Prime Video  
442,Oh! Baby,05-Jul-19,391,Samantha Ruth Prabhu,505,Tollywood,617,15,4.8,33.9,7.4,26.5,Blockbuster,7.3,161,Netflix  
446,Love Action Drama,13-Sep-19,393,Nivin Pauly,509,Mollywood,630,8,2,31.1,8,23.1,Blockbuster,5.2,146,Sun NXT  
447,Driving Licence,24-Dec-19,394,Prithviraj Sukumaran,509,Mollywood,732,4,1.1,31,7.5,23.5,Blockbuster,7.2,135,Amazon Prime Video  
461,LKG,22-Feb-19,404,RJ Balaji,503,Kollywood,631,5,3.5,20.9,4.7,16.2,Blockbuster,6.9,124,aha  
465,Animal,01-Dec-23,231,Ranbir Kapoor,501,Bollywood,621,150,116,915,255,660,Blockbuster,6.1,204,Netflix  
466,Gadar 2,11-Aug-23,406,Sunny Deol,501,Bollywood,699,80,53.3,686,65.5,620.5,Blockbuster,5.1,170,ZEE5
468,Leo,19-Oct-23,296,Joseph Vijay,503,Kollywood,621,250,142.7,605.9,204,401.9,Blockbuster,7.2,164,Netflix
469,Jailer,10-Aug-23,181,Rajinikanth,503,Kollywood,603,200,96.6,604.5,196,408.5,Blockbuster,7.1,168,Amazon Prime Video
475,The Kerala Story,12-May-23,407,Adah Sharma,501,Bollywood,647,25,9.5,302,15.5,286.5,Blockbuster,6.9,138,ZEE5  
494,Mark Antony,15-Sep-23,414,Vishal,503,Kollywood,738,35,11.45,104.3,19,85.3,Blockbuster,6.6,150,Amazon Prime Video  
499,Baby,14-Jul-23,418,Anand Deverakonda,505,Tollywood,636,10,6.3,81.05,6,75.05,Blockbuster,7.1,175,aha  
505,12th Fail,27-Oct-23,421,Vikrant Massey,501,Bollywood,633,20,1.5,70.05,3.5,66.55,Blockbuster,8.8,147,Netflix 
509,Viduthalai Part 1,31-Mar-23,157,Soori,503,Kollywood,621,25,5,53,9.25,43.75,Blockbuster,8.3,150,ZEE5 
511,Miss. Shetty Mr. Polishetty,07-Sep-23,424,Naveen Polishetty,505,Tollywood,742,20,5.8,51,17.2,33.8,Blockbuster,7,149,Netflix
516,Por Thozhil,16-Jun-23,427,R. Sarathkumar,503,Kollywood,607,8,1.6,43.5,5.3,38.2,Blockbuster,8,147,SonyLIV
539,Dada,10-Feb-23,448,Kavin,503,Kollywood,741,4,0.85,20.9,1.5,19.4,Blockbuster,8.1,133,Amazon Prime Video  
540,Kalki 2898-AD,27-Jun-24,153,Prabhas,505,Tollywood,746,500,177.7,1042.25,275,767.25,Blockbuster,7,180,Amazon Prime Video  
541,Stree 2: Sarkate Ka Aatank,15-Aug-24,141,Bhumi Rajgor,501,Bollywood,628,80,80,857.07,144,713.07,Blockbuster,7.1,147,Amazon Prime Video  
545,Hanu Man,12-Jan-24,449,Teja Sajja,505,Tollywood,673,30,23.5,295,57.25,238,Blockbuster,7.8,158,Amazon Prime Video  
550,The Goat Life,28-Mar-24,452,Prithviraj Sukumaran,509,Mollywood,713,50,16.22,157.35,97.85,97.85,Blockbuster,7.1,173,Amazon Prime Video  
551,Aavesham,11-Apr-24,422,Fahadh Faasil,509,Mollywood,612,30,10.5,154.79,56,98.79,Blockbuster,7.8,155,Amazon Prime Video  
552,Raayan,26-Jul-24,453,Dhanush,503,Kollywood,606,70,23,154,43.5,110.5,Blockbuster,6.5,145,Amazon Prime Video  
556,Premalu,15-Feb-24,390,Naslen,509,Mollywood,630,10,1.35,131.18,42.5,88.68,Blockbuster,7.8,156,Amazon Prime Video  
557,Tillu Square,29-Mar-24,456,Sidhu Jonnalagadda,505,Tollywood,750,35,22.65,126.75,30,96.75,Blockbuster,6.7,137,aha  
558,Munjya,07-Jun-24,457,Sharvari,501,Bollywood,628,30,4.8,125,5,120,Blockbuster,6.4,123,Amazon Prime Video  
562,Maharaja,14-Jun-24,460,Vijay Sethupathi,503,Kollywood,621,30,7.6,104.84,24.25,80.59,Blockbuster,8.5,141,Amazon Prime Video  
563,A.R.M,12-Sep-24,461,Mohanlal,509,Mollywood,669,30,6.25,102,32,70,Blockbuster,7.6,150,Amazon Prime Video  
565,Aranmanai 4,21-Jun-24,186,Tamannaah Bhatia,503,Kollywood,666,35,5.3,98,20,78,Blockbuster,5.1,148,Amazon Prime Video  
566,Guruvayoor Ambalanadayil,16-May-24,339,Prithviraj Sukumaran,509,Mollywood,631,20,8,90.15,34.85,55.3,Blockbuster,6.6,132,Amazon Prime Video  
568,Varshangalkku Shesham,11-Apr-24,332,Pranav Mohanlal,509,Mollywood,620,20,10.15,83.1,46.6,46.6,Blockbuster,6.6,166,Amazon Prime Video  
574,Kishkindha Kaandam,12-Sep-24,464,Asif Ali,509,Mollywood,753,7,0.5,69.25,43.25,43.25,Blockbuster,8.6,133,Amazon Prime Video  
582,Demonte Colony 2,27-Sep-24,172,VJ Archana,503,Kollywood,754,15,5.05,49.15,41.65,41.65,Blockbuster,6.7,144,Amazon Prime Video  
586,Vaazhai,23-Aug-24,303,Dhivya Dhuraisamy,503,Kollywood,755,5,2.25,39.02,34.22,34.22,Blockbuster,7.9,134,Amazon Prime Video  
588,Vaazha: Biopic of a Billion Boys,23-Aug-24,472,Siju Sunny,509,Mollywood,647,4,2,36.5,26.5,26.5,Blockbuster,7.3,125,Amazon Prime Video  
135,Raajakumara,24-Mar-17,126,Puneeth Rajkumar,507,Sandalwood,606,20,7.3,75,0.2,74.8,All Time Blockbuster,7.9,148,Amazon Prime Video  
278,Yuvarathnaa,01-Apr-21,126,Puneeth Rajkumar,507,Sandalwood,606,25,10.05,38.7,0.7,38,Below Average,6.3,161,Amazon Prime Video  
57,Agnyaathavaasi,09-Jan-18,143,Pawan Kalyan,511,Tollywood,606,: 90,: 61,: 96,: 19,: 77,: Disaster,4.3,158,Amazon Prime Video  
30,Bangalore Days,30-May-14,129,Dulquer Salmaan,509,Mollywood,608,: 10,: 1.9,: 50,: 17.5,: 32.5,: Blockbuster,8.3,171,Amazon Prime Video  
